Treat,Temp,Rep,Vial,Sex,Thorax
E,31,1,1,F,0.867
E,31,1,1,F,0.821
E,31,1,1,F,0.847
E,31,1,1,M,0.749
E,31,1,1,M,0.75
E,31,1,1,M,0.699
E,31,1,1,M,0.727
E,31,1,1,M,0.69
E,31,1,1,M,0.722
E,31,1,1,M,0.782
E,31,1,1,M,0.749
E,31,1,1,M,0.742
E,31,1,1,M,0.771
E,31,1,2,F,0.8
E,31,1,2,F,0.847
E,31,1,2,F,0.797
E,31,1,2,F,0.8
E,31,1,2,F,0.833
E,31,1,2,F,0.841
E,31,1,2,F,0.788
E,31,1,2,F,0.782
E,31,1,2,F,0.832
E,31,1,2,F,0.792
E,31,1,2,M,0.75
E,31,1,2,M,0.716
E,31,1,2,M,0.765
E,31,1,2,M,0.729
E,31,1,2,M,0.707
E,31,1,2,M,0.72
E,31,1,2,M,0.735
E,31,1,2,M,0.755
E,31,1,2,M,0.727
E,31,1,2,M,0.681
E,31,1,3,F,0.824
E,31,1,3,F,0.801
E,31,1,3,F,0.826
E,31,1,3,F,0.856
E,31,1,3,F,0.8
E,31,1,3,F,0.828
E,31,1,3,F,0.832
E,31,1,3,F,0.834
E,31,1,3,F,0.823
E,31,1,3,F,0.815
E,31,1,3,M,0.73
E,31,1,3,M,0.741
E,31,1,3,M,0.8
E,31,1,3,M,0.746
E,31,1,3,M,0.773
E,31,1,3,M,0.763
E,31,1,3,M,0.757
E,31,1,3,M,0.712
E,31,1,3,M,0.685
E,31,1,3,M,0.758
L,31,1,1,F,0.952
L,31,1,1,F,0.922
L,31,1,1,F,0.979
L,31,1,1,F,0.944
L,31,1,1,F,0.917
L,31,1,1,F,0.995
L,31,1,1,F,0.967
L,31,1,1,F,0.974
L,31,1,1,F,0.972
L,31,1,1,F,0.921
L,31,1,1,M,0.893
L,31,1,1,M,0.835
L,31,1,1,M,0.822
L,31,1,1,M,0.865
L,31,1,1,M,0.803
L,31,1,1,M,0.9
L,31,1,1,M,0.839
L,31,1,1,M,0.851
L,31,1,1,M,0.855
L,31,1,1,M,0.813
L,31,1,2,F,0.965
L,31,1,2,F,0.989
L,31,1,2,F,1.024
L,31,1,2,F,0.964
L,31,1,2,F,0.944
L,31,1,2,F,0.948
L,31,1,2,F,0.968
L,31,1,2,F,0.924
L,31,1,2,F,0.984
L,31,1,2,F,0.987
L,31,1,2,M,0.85
L,31,1,2,M,0.845
L,31,1,2,M,0.908
L,31,1,2,M,0.885
L,31,1,2,M,0.809
L,31,1,2,M,0.833
L,31,1,2,M,0.872
L,31,1,2,M,0.893
L,31,1,2,M,0.872
L,31,1,2,M,0.834
L,31,1,3,F,0.98
L,31,1,3,F,0.913
L,31,1,3,F,0.958
L,31,1,3,F,0.863
L,31,1,3,F,1.01
L,31,1,3,F,0.996
L,31,1,3,F,0.906
L,31,1,3,F,0.936
L,31,1,3,F,1.056
L,31,1,3,F,0.972
L,31,1,3,M,0.888
L,31,1,3,M,0.919
L,31,1,3,M,0.847
L,31,1,3,M,0.859
L,31,1,3,M,0.821
L,31,1,3,M,0.837
L,31,1,3,M,0.789
L,31,1,3,M,0.82
L,31,1,3,M,0.89
L,31,1,3,M,0.867
LHm,31,1,1,F,0.913
LHm,31,1,1,F,0.858
LHm,31,1,1,F,0.92
LHm,31,1,1,F,0.926
LHm,31,1,1,F,0.908
LHm,31,1,1,F,0.888
LHm,31,1,1,F,0.933
LHm,31,1,1,F,0.922
LHm,31,1,1,F,0.94
LHm,31,1,1,F,0.901
LHm,31,1,1,M,0.789
LHm,31,1,1,M,0.801
LHm,31,1,1,M,0.84
LHm,31,1,1,M,0.871
LHm,31,1,1,M,0.829
LHm,31,1,1,M,0.798
LHm,31,1,1,M,0.812
LHm,31,1,1,M,0.872
LHm,31,1,1,M,0.793
LHm,31,1,1,M,0.799
LHm,31,1,2,F,0.906
LHm,31,1,2,F,0.896
LHm,31,1,2,F,0.852
LHm,31,1,2,F,0.934
LHm,31,1,2,F,0.878
LHm,31,1,2,F,0.896
LHm,31,1,2,F,0.901
LHm,31,1,2,F,0.878
LHm,31,1,2,F,0.891
LHm,31,1,2,F,0.944
LHm,31,1,2,M,0.785
LHm,31,1,2,M,0.754
LHm,31,1,2,M,0.786
LHm,31,1,2,M,0.817
LHm,31,1,2,M,0.811
LHm,31,1,2,M,0.754
LHm,31,1,2,M,0.774
LHm,31,1,2,M,0.782
LHm,31,1,2,M,0.827
LHm,31,1,2,M,0.719
LHm,31,1,3,F,0.966
LHm,31,1,3,F,0.912
LHm,31,1,3,F,0.899
LHm,31,1,3,F,0.922
LHm,31,1,3,F,0.914
LHm,31,1,3,F,0.952
LHm,31,1,3,F,0.933
LHm,31,1,3,F,0.904
LHm,31,1,3,F,0.967
LHm,31,1,3,F,0.917
LHm,31,1,3,M,0.764
LHm,31,1,3,M,0.821
LHm,31,1,3,M,0.766
LHm,31,1,3,M,0.841
LHm,31,1,3,M,0.844
LHm,31,1,3,M,0.778
LHm,31,1,3,M,0.808
LHm,31,1,3,M,0.794
LHm,31,1,3,M,0.769
LHm,31,1,3,M,0.779
S,31,1,1,F,0.596
S,31,1,1,F,0.627
S,31,1,1,F,0.63
S,31,1,1,F,0.583
S,31,1,1,F,0.588
S,31,1,1,F,0.631
S,31,1,1,F,0.592
S,31,1,1,F,0.581
S,31,1,1,F,0.629
S,31,1,1,F,0.623
S,31,1,1,M,0.523
S,31,1,1,M,0.509
S,31,1,1,M,0.541
S,31,1,1,M,0.513
S,31,1,1,M,0.534
S,31,1,1,M,0.588
S,31,1,2,F,0.566
S,31,1,2,F,0.581
S,31,1,2,F,0.602
S,31,1,2,F,0.6
S,31,1,2,F,0.641
S,31,1,2,M,0.555
S,31,1,2,M,0.592
S,31,1,2,M,0.581
S,31,1,2,M,0.557
S,31,1,2,M,0.555
S,31,1,3,F,0.62
S,31,1,3,F,0.628
S,31,1,3,F,0.707
S,31,1,3,F,0.661
S,31,1,3,F,0.662
S,31,1,3,F,0.619
S,31,1,3,F,0.568
S,31,1,3,F,0.569
S,31,1,3,F,0.609
S,31,1,3,F,0.63
S,31,1,3,M,0.627
S,31,1,3,M,0.519
S,31,1,3,M,0.514
S,31,1,3,M,0.566
S,31,1,3,M,0.513
S,31,1,3,M,0.565
S,31,1,3,M,0.557
